report_date,assigned_unid,fund_name,initial_investment_date,commitment,contributions,unfunded_commitment,current_market_value,distributions,total_value,tvpi,net_benefit,irr,strategy,,,,,,,,,,,,,,
06/30/2020,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,53250000,301750000,52466044,0,52466044,1.000,-783956,-0.01470,Growth Equity,,,,,,,,,,,,,,
09/30/2020,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,142000000,213000000,149073706,0,149073706,1.000,7073706,0.12130,Growth Equity,,,,,,,,,,,,,,
12/31/2020,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,195250000,159750000,211811430,0,211811430,1.100,16561430,0.20020,Growth Equity,,,,,,,,,,,,,,
3/31/2021,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,242333462,124250000,300965191,16908462,317873653,1.300,75540191,0.57650,Growth Equity,,,,,,,,,,,,,,
06/30/2021,uzurccvlz4sm2rdhttme,"TA XIII, L.P.",12/16/2019,355000000,286549626,81650000,320660408,75324626,395985034,1.400,109435408,0.56710,Growth Equity,,,,,,,,,,,,,,
12/31/2019,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,0,450000000,-4076897,0,-4076897,NA,-4076897,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,36187803,408459926,31494882,0,31494882,0.900,-4692921,-0.12970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,36187803,383191685,30755546,,-30755546,0.800,-5432257,-0.15010,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,48551004,370828484,41731111,,-41731111,0.900,-6819893,-0.18640,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,48551004,370828484,41060823,0,41060823,0.800,-7490181,-0.18490,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,110600843,313605095,95915275,4826450,100741725,0.900,-9859118,-0.18970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,v6r9r6pytaqwhtii8bne,"Towerbrook Investors V, L.P.",3/6/2020,450000000,110600843,317432795,93767292,8654150,102421442,0.900,-8179401,-0.10610,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2016,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,0,500000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2016,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,10500000,489500000,8029903,0,8029903,0.800,-2470097,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2016,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,10500000,489500000,4891797,0,4891797,0.500,-5608203,-0.53410,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2017,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,117000000,383000000,114863450,0,114863450,1.000,-2136550,-0.09950,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2017,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,117000000,383000000,124778078,0,124778078,1.100,7778078,0.15310,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,225750000,274250000,234238016,0,234238016,1.000,8488016,0.11530,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,225750000,274250000,242332922,0,242332922,1.100,16582922,0.12750,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2018,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,245750000,254250000,255902749,0,255902749,1.000,10152749,0.05410,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,245750000,254250000,270672121,0,270672121,1.100,24922121,0.09920,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,324500000,175500000,376375949,0,376375949,1.200,51875949,0.16130,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,324500000,175500000,361033275,0,361033275,1.100,36533275,0.09040,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,400000001,99999999,467495776,0,467495776,1.200,67495775,0.13510,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,420500001,79499999,517669540,0,517669540,1.200,97169539,0.15730,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,434250001,65749999,542535471,0,542535471,1.200,108285470,0.14650,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,444750001,55249999,575438393,0,575438393,1.300,130688392,0.14970,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,463500000,36500000,488135218,0,488135218,1.100,24635218,0.02660,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,468500000,31500000,630298763,0,630298763,1.300,161798763,0.14100,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,474500000,25500000,732499861,0,732499861,1.500,257999861,0.19020,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,474500000,25500000,924338395,0,924338395,1.900,449838395,0.27140,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,474500000,25500000,842211048,153257726,995468774,2.100,520968774,0.27900,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,vfe1lrzzj4q9yll2wnf0,"Advent International GPE VIII-B, L.P.",9/26/2016,500000000,474500000,25500000,890337265,174044394,1064381659,2.200,589881659,0.28480,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,0,600000000,-4461276,0,-4461276,NA,-4461276,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,18958651,581041349,4960767,0,4960767,0.300,-13997884,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,80675678,519324322,67940782,0,67940782,0.800,-12734896,-0.23970,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,226013146,373986854,213092136,0,213092136,0.900,-12921010,-0.14440,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,226151529,374259281,209271162,410810,209681972,0.900,-16469557,-0.12210,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,233682023,367158485,226825099,840508,227665607,1.000,-6016416,-0.03730,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,276588740,324681466,247791246,1270206,249061452,0.900,-27527288,-0.12200,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,276588740,324681466,262788172,1270206,264058378,1.000,-12530362,-0.04280,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,280588147,327927514,262663545,8515661,271179206,1.000,-9408941,-0.02610,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,315407939,300644382,309781611,16052321,325833932,1.000,10425993,0.02380,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,411123097,205602855,440276835,16725952,457002787,1.100,45879690,0.08490,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,vh7pv6s9i6icgaghxbw4,"Carlyle Partners VII, L.P.",12/19/2018,600000000,429054020,188119600,466497631,17173620,483671251,1.100,54617231,0.08420,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2016,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,0,450000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2016,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,0,450000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2016,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,0,450000000,201583,0,201583,NA,201583,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2016,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,3757400,447262146,2769737,28763,2798500,0.700,-958899,-0.69240,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2017,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,41783989,410641807,40506498,59259,40565757,1.000,-1218233,-0.13800,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2017,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,60942188,392960220,59398746,159453,59558199,1.000,-1383989,-0.06440,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2017,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,62348438,393140249,60798190,619921,61418111,1.000,-930327,-0.02530,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,97799884,364575609,97640927,6197794,103838721,1.100,6038837,0.10700,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2018,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,116559878,347454381,123069446,6546722,129616168,1.100,13056290,0.16310,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2018,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,116590869,349188857,129639673,7145367,136785040,1.200,20194172,0.18520,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2018,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,184201838,284485812,209131473,9422187,218553660,1.200,34351822,0.22960,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2018,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,205274167,264938645,240817244,9863629,250680873,1.200,45406706,0.22830,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2019,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,255230253,216773202,295195594,10830758,306026352,1.200,50796099,0.20140,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,256636503,224310074,293062949,26561670,319624619,1.200,62988117,0.19780,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,304809062,178180890,357465383,27558512,385023895,1.300,80214833,0.20580,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,343674453,148054615,398837012,39998903,438835915,1.300,95161462,0.20160,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,386391485,106743833,392238850,40653906,432892756,1.100,46501271,0.08790,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,413224368,80961734,438231836,40845458,479077294,1.200,65852925,0.10410,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,433960078,61450685,485172653,41064050,526236703,1.200,92276626,0.12310,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,460341378,37051446,542454715,52258140,594712855,1.300,134371476,0.15140,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,460697310,37998794,575363073,75085192,650448265,1.400,189750955,0.18220,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,vso0t2gthfzrdr9yynz6,"Blackstone Capital Partners VII, L.P.",5/31/2016,450000000,461891467,37998794,613228818,105202521,718431339,1.600,256539872,0.21230,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
6/30/2019,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,0,600000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
9/30/2019,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,0,600000000,-3684060,0,-3684060,NA,-3684060,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2019,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,69000000,531000000,62493944,0,62493944,0.900,-6506056,-0.09430,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
03/31/2020,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,132000001,467999999,118165030,0,118165030,0.900,-13834971,-0.16240,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2020,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,147000001,452999999,171094782,0,171094782,1.200,24094781,0.23500,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
09/30/2020,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,211500001,388499999,256161897,0,256161897,1.200,44661896,0.37340,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2020,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,220498174,379501826,316618204,0,316618204,1.400,96120030,0.56980,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,253572434,346427566,397699533,19176037,416875570,1.600,163303136,0.69540,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,w0laj958u1udk7vt94f6,"Advent International GPE IX, L.P.",10/21/2019,600000000,253572434,346427566,442964640,47976036,490940676,1.900,237368242,0.74720,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
12/31/2017,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,0,400000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2018,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,0,400000000,-4347212,0,-4347212,NA,-4347212,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2018,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,9920000,390080000,-1124599,3526694,2402095,0.200,-7517905,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2018,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,20640000,379360000,-113648,3526694,3413046,0.200,-17226954,NA,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2018,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,60640000,339360000,30719664,3526694,34246358,0.600,-26393642,-0.74600,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2019,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,85640000,314360000,60018888,3526694,63545582,0.700,-22094418,-0.46520,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
6/30/2019,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,99040000,300960000,80194316,3526694,83721010,0.800,-15318990,-0.23870,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
9/30/2019,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,103040000,296960000,97490516,7200890,104691406,1.000,1651406,0.01910,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2019,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,124040000,275960000,131049440,7200890,138250330,1.100,14210330,0.12200,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
03/31/2020,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,174200000,225800000,169476360,7813541,177289901,1.000,3089901,0.01970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2020,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,184200000,215800000,211661579,7813541,219475120,1.200,35275120,0.16970,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
09/30/2020,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,236400000,163600000,308376290,9272160,317648450,1.300,81248450,0.29210,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,261869345,160320000,273865804,76584533,350450337,1.300,88580992,0.25820,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
3/31/2021,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,271789345,150400000,317128330,76584533,393712863,1.400,121923518,0.29540,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
06/30/2021,w1xaavgcg6f5eevr65gr,"GTCR Fund XII, L.P.",5/4/2018,400000000,285817092,136372253,391174846,78888791,470063637,1.600,184246545,0.36360,Corporate Finance/Buyout - Large,,,,,,,,,,,,,,
12/31/2020,wjkfl07tign27dgb6fmv,"Apax X, L.P.",11/11/2020,350000000,4200000,345800000,14585838,0,14585838,3.500,10385838,2.47280,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,wjkfl07tign27dgb6fmv,"Apax X, L.P.",11/11/2020,350000000,36155000,313845000,63708593,0,63708593,1.800,27553593,3.85140,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,wjkfl07tign27dgb6fmv,"Apax X, L.P.",11/11/2020,350000000,52745000,297255000,80130946,0,80130946,1.500,27385946,1.41060,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,wn6mwadq1inqwd0kz1rl,"Thoma Bravo Fund XIV, L.P.",4/15/2021,200000000,0,200000000,-229444,0,-229444,NA,-229444,NA,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
06/30/2021,wn6mwadq1inqwd0kz1rl,"Thoma Bravo Fund XIV, L.P.",4/15/2021,200000000,78658843,121341411,78238053,303,78238356,1.000,-420487,-0.01740,Corporate Finance/Buyout - Mega,,,,,,,,,,,,,,
3/31/2021,x2k3fur85zj8bio3wph1,"Providence Strategic Growth Europe, L.P.",5/10/2021,199371394,0,199371394,4434385,0,4434385,NA,4434385,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
06/30/2021,x2k3fur85zj8bio3wph1,"Providence Strategic Growth Europe, L.P.",5/10/2021,202311530,30142527,177873053,34890185,5713438,40603622,1.300,10461095,0.42820,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2015,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,0,250000000,0,0,0,NA,0,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2016,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,13622583,236377417,11356101,0,11356101,0.800,-2266482,NA,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2016,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,13622583,236377417,9936521,0,9936521,0.700,-3686062,-0.27060,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2016,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,13622583,236377417,8644885,0,8644885,0.600,-4977698,-0.36540,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2016,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,30690251,219309749,26026262,0,26026262,0.800,-4663989,-0.31240,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2017,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,44006830,205993170,33510641,0,33510641,0.800,-10496189,-0.51420,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2017,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,50023900,199976100,44391176,0,44391176,0.900,-5632724,-0.18250,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2017,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,84337946,165662054,80027198,0,80027198,0.900,-4310748,-0.08380,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
12/31/2017,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,87605950,162394050,91882109,0,91882109,1.000,4276159,0.05870,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
3/31/2018,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,94224898,156096334,109608475,321232,109929708,1.200,15704809,0.16260,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
6/30/2018,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,95588123,167918403,96868432,21539918,118408350,1.200,22820227,0.18640,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
9/30/2018,xxm1zo6jufucy360isun,"KSL Capital Partners IV, L.P.",3/31/2016,250000000,127297756,136208769,132565982,21539918,154105900,1.200,26808144,0.18090,Corporate Finance/Buyout - Mid,,,,,,,,,,,,,,
